ProspectiveBuyerKey,FirstName,LastName,Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,ChildrenAtHomeCount,EducationLevel,WorkClass,HomeOwnership,CarsOwned,City,StateProvinceCode,PostalCode,Unknown
1312,Sven,Anderson,73,S,M,40000,2,0,Bachelors,Management,0,2,Lemon Grove,IL,61551,4
1313,Hans,Hanson,55,M,M,70000,4,3,High Schoo,Professional,1,1,Burlingame,ND,58265,4
1314,Kirsten,Johnson,60,S,F,80000,5,2,High Schoo,Management,1,2,Lake Oswego,SD,57518,1
1315,Ella,Olson,61,S,F,50000,2,1,Partial Co,Professional,0,2,Issaquah,MN,55035,1
1316,John,Carlson,76,S,M,50000,2,0,Graduate D,Management,0,2,Yakima,MN,55868,1
1317,Ella,Hanson,42,S,F,100000,3,2,Partial Co,Professional,0,4,Redwood City,ND,58772,4
1318,Hans,Carlson,36,S,M,30000,0,0,Partial Co,Clerical,1,1,Bellingham,MN,55132,1
1319,Carl,Johnson,54,M,M,80000,5,2,High Schoo,Management,1,2,Bellflower,ND,58443,4
1320,Erika,Carlson,40,S,F,60000,1,0,Graduate D,Professional,0,0,Berkeley,ND,58484,4
1321,Ella,Larson,32,M,F,30000,0,0,High Schoo,Manual,1,1,Longmont,NE,68854,3
1322,Ingrid,Carlson,51,S,F,30000,3,0,Bachelors,Clerical,0,0,Beaverton,SD,57449,1
1323,Kirsten,Hanson,63,S,F,100000,3,4,High Schoo,Management,1,4,National City,ND,58378,4
1324,Ingrid,Hanson,31,S,F,20000,4,4,High Schoo,Manual,1,2,Colma,ND,58437,4
1325,Inga,Hanson,37,S,F,70000,5,5,Bachelors,Professional,0,4,Colma,ND,58232,4
1326,Katrin,Larson,39,M,F,10000,0,0,Partial Hi,Manual,0,2,Ballard,MN,55781,1
1327,John,Carlson,31,M,M,30000,0,0,Partial Hi,Clerical,1,2,Kenmore,MN,55602,1
1328,John,Hanson,32,S,M,20000,5,5,High Schoo,Manual,0,3,Corvallis,SD,57166,1
1329,Katrin,Carlson,46,M,F,30000,3,3,Partial Co,Clerical,1,0,Downey,ND,58124,4
1330,Katrin,Carlson,47,M,F,100000,0,2,Partial Co,Professional,1,1,Issaquah,MN,55547,1
1331,Erika,Olson,73,S,F,160000,1,3,Bachelors,Management,0,3,Colma,ND,58363,4
1332,Kirsten,Hanson,66,M,F,70000,5,0,Bachelors,Management,1,2,Chula Vista,ND,58330,4
1333,Ingrid,Carlson,48,S,F,60000,1,0,Bachelors,Professional,1,1,Escondido,ND,58001,4
1334,Erika,Larson,35,M,F,50000,0,0,Partial Co,Skilled Manual,1,2,Colma,ND,58009,4
1335,Katrin,Hanson,68,S,F,50000,2,0,Graduate D,Management,1,1,Kenmore,MN,55384,1
1336,Sven,Larson,48,M,M,100000,3,2,Partial Co,Professional,1,4,Milwaukie,SD,57325,1
1337,Katrin,Carlson,49,M,F,10000,1,1,High Schoo,Manual,1,0,Garland,OH,45322,4
1338,Erika,Larson,42,S,F,70000,5,5,Bachelors,Professional,0,3,Colma,ND,58281,4
1339,Inga,Larson,55,S,F,40000,1,0,Partial Co,Clerical,0,1,Daly City,ND,58653,4
1340,Ingrid,Olson,72,S,F,100000,2,3,Graduate D,Management,1,3,Alhambra,ND,58075,4
1341,Inga,Carlson,64,S,F,40000,5,0,High Schoo,Professional,1,4,Port Orchard,MN,56572,1
1342,Katrin,Hanson,36,M,F,50000,1,0,Graduate D,Skilled Manual,1,0,Santa Cruz,ND,58795,4
1343,Inga,Carlson,46,M,F,60000,3,3,Bachelors,Professional,0,2,Concord,ND,58756,4
1344,Ella,Olson,38,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Lakewood,ND,58724,4
1345,Ingrid,Anderson,45,M,F,40000,4,2,High Schoo,Skilled Manual,1,2,Beverly Hills,ND,58651,4
1346,Ella,Johnson,40,S,F,90000,0,0,Partial Hi,Professional,1,4,Chula Vista,ND,58421,4
1347,Inga,Carlson,35,S,F,100000,1,0,Graduate D,Management,0,0,Colma,ND,58478,4
1348,Ingrid,Hanson,49,S,F,10000,1,0,Bachelors,Manual,1,0,Long Beach,ND,58219,4
1349,Inga,Carlson,39,S,F,30000,0,0,High Schoo,Manual,0,1,Spokane,MN,55852,1
1350,Katrin,Carlson,43,M,F,30000,5,0,Graduate D,Clerical,1,0,Auburn,ND,58449,4
1351,Erika,Larson,44,M,F,100000,0,0,Graduate D,Management,0,0,Holland,WY,82865,0
1352,Kirsten,Carlson,62,M,F,40000,2,1,High Schoo,Professional,0,2,Puyallup,MN,55314,1
1353,John,Carlson,45,S,M,40000,0,0,High Schoo,Skilled Manual,0,1,Union Gap,MN,55734,1
1354,Carl,Johnson,40,S,M,60000,1,0,Graduate D,Professional,1,0,Greensboro,ND,58660,5
1355,Katrin,Anderson,50,S,F,100000,3,4,High Schoo,Professional,1,3,Fernley,MT,59608,4
1356,Inga,Carlson,75,M,F,40000,3,0,Partial Co,Professional,1,2,Branch,MN,55056,3
1357,Kirsten,Larson,54,S,F,70000,4,3,Partial Co,Professional,1,0,Monroe,MN,55908,1
1358,Inga,Anderson,40,M,F,100000,0,5,Partial Hi,Professional,0,4,San Francisco,ND,58819,4
1359,Inga,Hanson,41,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,Concord,ND,58694,4
1360,Sven,Larson,58,M,M,80000,4,1,High Schoo,Professional,1,3,Saint Louis,NE,68477,0
1361,Ingrid,Larson,41,S,F,90000,1,0,Graduate D,Management,0,0,Beverly Hills,ND,58486,4
1362,Ella,Hanson,38,S,F,120000,0,5,Partial Hi,Professional,1,4,Ballard,MN,56412,1
1363,Kirsten,Anderson,44,M,F,110000,0,0,Graduate D,Management,1,4,Colma,ND,58389,4
1364,Hans,Larson,51,M,M,50000,4,0,Graduate D,Skilled Manual,1,0,Fremont,ND,58452,4
1365,Katrin,Carlson,43,M,F,60000,0,0,Graduate D,Professional,1,1,Chula Vista,ND,58290,4
1366,Erik,Carlson,51,S,M,130000,0,1,Graduate D,Management,0,2,Chandler,IL,60546,4
1367,Ella,Olson,47,S,F,40000,3,2,High Schoo,Skilled Manual,1,2,Oakland,ND,58348,4
1368,Sven,Hanson,46,S,M,20000,3,3,High Schoo,Manual,0,0,Stockton,ND,58199,4
1369,Sven,Olson,51,M,M,80000,3,0,Graduate D,Professional,1,0,Concord,ND,58018,4
1370,Erik,Larson,58,S,M,60000,3,1,High Schoo,Professional,0,2,Colma,ND,58406,4
1371,Sven,Larson,40,M,M,20000,0,0,Partial Co,Manual,0,1,Downey,ND,58007,4
1372,Ella,Olson,47,M,F,90000,0,0,Partial Co,Professional,0,1,Milwaukie,SD,57414,1
1373,Ole,Hanson,44,S,M,120000,0,0,Graduate D,Management,0,3,Seattle,MN,56720,1
1374,Katrin,Anderson,48,M,F,10000,1,0,Graduate D,Manual,1,0,Long Beach,ND,58094,4
1375,Kirsten,Larson,45,S,F,90000,4,4,Partial Co,Professional,0,3,West Covina,ND,58242,4
1376,Katrin,Hanson,58,S,F,30000,3,0,High Schoo,Skilled Manual,0,2,San Carlos,ND,58488,4
1377,Ingrid,Hanson,32,M,F,30000,0,0,Partial Hi,Clerical,0,2,Tooele,UT,84074,0
1378,Inga,Olson,55,M,F,20000,3,0,Partial Hi,Clerical,1,2,Everett,MN,56665,1
1379,Hans,Johnson,54,M,M,60000,2,0,High Schoo,Professional,1,2,Issaquah,MN,56401,1
1380,Hans,Larson,41,S,M,60000,1,0,Graduate D,Professional,1,0,Bothell,MN,55514,1
1381,John,Anderson,39,M,M,30000,0,0,High Schoo,Manual,1,1,Oxnard,ND,58493,4
1382,Erika,Hanson,46,S,F,30000,1,0,Graduate D,Clerical,1,0,Colma,ND,58042,4
1383,Ole,Carlson,59,M,M,50000,2,1,High Schoo,Professional,0,2,Concord,ND,58212,4
1384,Ingrid,Larson,37,M,F,40000,1,1,Bachelors,Skilled Manual,0,0,Bellingham,MN,56564,1
1385,Hans,Larson,46,S,M,50000,4,4,Bachelors,Skilled Manual,1,3,Walla Walla,MN,55084,1
1386,Inga,Carlson,40,M,F,50000,1,1,Bachelors,Skilled Manual,1,1,Colma,ND,58286,4
1387,Carl,Anderson,39,S,M,20000,1,1,High Schoo,Manual,0,1,Somerset,MT,59200,0
1388,Kirsten,Larson,34,S,F,30000,0,0,High Schoo,Skilled Manual,0,2,Destin,WI,53121,5
1389,Ingrid,Larson,34,S,F,30000,0,0,High Schoo,Skilled Manual,1,2,Newport Hills,MN,55933,1
1390,Inga,Carlson,71,M,F,70000,5,0,Graduate D,Management,1,2,San Carlos,ND,58836,4
1391,Ingrid,Olson,48,S,F,10000,1,0,Bachelors,Manual,0,0,Santa Cruz,ND,58469,4
1392,Sven,Anderson,52,S,M,70000,5,4,Graduate D,Professional,0,1,Berkeley,ND,58603,4
1393,Ella,Carlson,81,S,F,10000,4,0,High Schoo,Manual,0,2,Beaverton,SD,57095,1
1394,Inga,Anderson,39,S,F,60000,1,0,Graduate D,Professional,1,0,Oregon City,SD,57743,1
1395,Erika,Olson,59,M,F,30000,3,0,High Schoo,Skilled Manual,1,2,Huntsville,IA,50868,5
1396,Hans,Anderson,61,M,M,130000,4,5,High Schoo,Management,1,4,Olympia,MN,55645,1
1397,Ingrid,Olson,45,S,F,20000,2,2,High Schoo,Manual,0,2,Beaverton,SD,57171,1
1398,Ella,Hanson,49,S,F,50000,1,0,Partial Co,Skilled Manual,1,1,Round Rock,OH,45827,4
1399,Sven,Johnson,69,S,M,130000,2,3,Bachelors,Management,0,4,Concord,ND,58545,4
1400,Sven,Carlson,42,S,M,40000,3,2,High Schoo,Skilled Manual,1,2,Edmonds,MN,56025,1
1401,Carl,Hanson,57,S,M,50000,3,0,Graduate D,Management,1,2,Casper,WY,82601,3
1402,Katrin,Anderson,32,S,F,40000,0,0,High Schoo,Skilled Manual,0,2,Hollywood,WI,54838,5
1403,Erika,Larson,56,M,F,50000,2,0,Partial Co,Skilled Manual,1,2,Colma,ND,58337,4
1404,Sven,Anderson,43,S,M,50000,0,0,Partial Co,Skilled Manual,0,1,Lebanon,SD,57715,1
1405,Erika,Larson,36,S,F,50000,0,0,High Schoo,Skilled Manual,1,2,Colma,ND,58351,4
1406,Ella,Olson,38,S,F,20000,0,0,Partial Hi,Manual,0,2,Lewiston,IA,51535,0
1407,Katrin,Hanson,65,S,F,30000,2,1,Partial Hi,Skilled Manual,0,3,W. Linn,SD,57313,1
1408,Ingrid,Johnson,77,S,F,50000,2,0,Graduate D,Management,0,2,Colma,ND,58272,4
1409,Carl,Larson,52,M,M,60000,1,0,Bachelors,Professional,1,1,Concord,ND,58188,4
1410,John,Larson,52,S,M,30000,2,0,High Schoo,Skilled Manual,0,2,Woodburn,SD,57108,1
1411,Inga,Hanson,53,S,F,120000,2,4,High Schoo,Professional,1,4,Glendale,ND,58255,4
1412,Ella,Larson,46,M,F,50000,4,2,Bachelors,Skilled Manual,1,2,San Jose,ND,58219,4
1413,Carl,Olson,39,S,M,130000,5,5,Partial Hi,Management,0,4,San Gabriel,ND,58261,4
1414,Ole,Anderson,52,M,M,130000,2,3,Bachelors,Management,1,4,Tilton,MT,59558,2
1415,Carl,Olson,54,M,M,70000,4,3,Partial Co,Professional,1,0,Chula Vista,ND,58360,4
1416,Kirsten,Anderson,33,M,F,110000,0,5,Partial Hi,Management,1,4,W. Linn,SD,57242,1
1417,Sven,Hanson,44,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Olympia,MN,56734,1
1418,John,Hanson,53,S,M,70000,5,2,Partial Hi,Skilled Manual,1,2,Lake Oswego,SD,57576,1
1419,Erika,Carlson,31,M,F,20000,4,4,High Schoo,Manual,1,3,Torrance,ND,58688,4
1420,Carl,Anderson,50,S,M,60000,4,3,Bachelors,Professional,0,0,Concord,ND,58751,4
1421,John,Larson,53,M,M,90000,4,1,Partial Co,Professional,1,2,Woodland Hills,ND,58747,4
1422,Katrin,Larson,38,S,F,80000,0,0,Partial Hi,Professional,1,3,La Jolla,ND,58198,4
1423,Ole,Olson,54,M,M,120000,3,4,High Schoo,Professional,1,4,Burbank,ND,58294,4
1424,Sven,Olson,47,S,M,50000,4,2,Bachelors,Professional,1,2,Berkeley,ND,58435,4
1425,John,Hanson,48,S,M,50000,1,0,Bachelors,Professional,0,1,Lincoln Acres,ND,58526,4
1426,Erika,Anderson,45,M,F,10000,4,3,Partial Hi,Manual,1,2,Downey,ND,58395,4
1427,John,Hanson,68,S,M,50000,4,0,Bachelors,Management,0,2,Vero Beach,WI,53705,5
1428,Katrin,Johnson,30,M,F,10000,0,0,Partial Co,Manual,1,1,Seattle,MN,56306,1
1429,Ingrid,Johnson,45,M,F,80000,0,0,Bachelors,Management,1,1,Glendale,ND,58566,4
1430,Carl,Anderson,34,M,M,20000,0,0,Partial Hi,Manual,1,1,Colma,ND,58453,4
1431,Ole,Hanson,46,M,M,30000,2,2,Partial Co,Clerical,1,2,Berkeley,ND,58605,4
1432,Inga,Olson,33,M,F,50000,0,0,Partial Co,Skilled Manual,0,2,Milwaukie,SD,57295,1
1433,Ella,Johnson,43,S,F,40000,0,0,Bachelors,Clerical,0,0,Spring Valley,ND,58587,4
1434,Ella,Olson,34,M,F,70000,0,0,High Schoo,Management,1,2,Woodland Hills,ND,58173,4
1435,Erika,Johnson,47,M,F,100000,0,2,Partial Co,Professional,1,1,Colma,ND,58454,4
1436,John,Carlson,60,S,M,30000,4,0,High Schoo,Professional,1,2,Salem,SD,57336,1
1437,Ella,Larson,38,S,F,120000,0,1,Bachelors,Management,0,4,Puyallup,MN,55776,1
1438,Ella,Olson,63,M,F,30000,3,0,Partial Co,Clerical,1,2,Marysville,MN,55548,1
1439,Ole,Larson,75,S,M,30000,4,0,High Schoo,Professional,1,2,Tucson,IL,62451,4
1440,Katrin,Anderson,42,S,F,90000,4,4,Bachelors,Management,1,1,Saginaw,WY,83057,0
1441,Carl,Larson,45,M,M,60000,3,3,Bachelors,Professional,1,1,Concord,ND,58382,4
1442,Kirsten,Anderson,40,M,F,30000,3,0,Bachelors,Clerical,1,0,Beaverton,SD,57393,1
1443,Carl,Hanson,36,S,M,50000,0,0,High Schoo,Professional,0,2,Concord,ND,58084,4
1444,Erika,Carlson,66,S,F,30000,5,0,Partial Hi,Clerical,0,2,San Diego,ND,58074,4
1445,Katrin,Larson,65,M,F,30000,2,1,Partial Hi,Skilled Manual,0,3,Carnation,MN,55191,1
1446,Ingrid,Olson,35,M,F,70000,0,0,Partial Hi,Skilled Manual,0,3,Bellevue,MN,55899,1
1447,Erik,Olson,47,S,M,30000,2,2,Partial Co,Clerical,0,2,Bremerton,MN,56243,1
1448,Kirsten,Anderson,30,S,F,30000,0,0,Partial Co,Clerical,1,1,Spokane,MN,55577,1
1449,Ella,Carlson,46,M,F,50000,4,0,Graduate D,Skilled Manual,1,0,Bellflower,ND,58628,4
1450,Ella,Hanson,30,M,F,20000,0,0,Partial Hi,Manual,1,2,Burlingame,ND,58301,4
1451,Ella,Johnson,38,M,F,20000,0,0,Partial Hi,Manual,1,2,Concord,ND,58644,4
1452,Ella,Larson,34,S,F,10000,1,1,High Schoo,Manual,1,0,Dallas,OH,43657,4
1453,Erik,Carlson,32,M,M,30000,4,4,Partial Co,Clerical,1,2,Kingsport,IN,47102,5
1454,Carl,Carlson,77,M,M,50000,2,0,Graduate D,Management,1,2,Concord,ND,58692,4
1455,Erika,Hanson,56,S,F,50000,2,0,Partial Co,Skilled Manual,1,2,Concord,ND,58558,4
1456,John,Anderson,35,S,M,40000,3,3,Partial Co,Clerical,0,2,Everett,MN,55450,1
1457,Hans,Hanson,46,S,M,70000,0,0,Bachelors,Professional,0,1,Seattle,MN,56730,1
1458,Erika,Hanson,39,M,F,30000,0,0,High Schoo,Manual,1,1,Seattle,MN,56496,1
1459,Sven,Olson,75,M,M,60000,2,0,Graduate D,Management,1,2,Seattle,MN,56741,1
1460,Erika,Hanson,71,S,F,90000,5,0,Bachelors,Management,0,2,Concord,ND,58346,4
1461,Inga,Johnson,45,S,F,20000,2,2,High Schoo,Manual,1,1,Corvallis,SD,57641,1
1462,Ole,Johnson,43,M,M,50000,2,2,Bachelors,Skilled Manual,1,1,Denver,NE,68673,3
1463,Ella,Johnson,33,M,F,40000,0,0,Partial Hi,Clerical,1,2,Milwaukie,SD,57029,1
1464,Katrin,Anderson,67,M,F,30000,1,0,Bachelors,Clerical,0,0,Barstow,ND,58004,4
1465,Ella,Johnson,44,M,F,60000,0,0,Graduate D,Professional,0,0,Beaverton,SD,57400,1
1466,Kirsten,Hanson,71,S,F,110000,2,4,Graduate D,Management,1,1,Concord,ND,58140,4
1467,Hans,Carlson,41,M,M,40000,0,0,Graduate D,Clerical,0,0,Joliet,IL,60433,3
1468,Erika,Larson,56,S,F,30000,1,0,High Schoo,Clerical,1,1,Farmington,OH,44711,0
1469,Ella,Anderson,40,M,F,110000,0,5,High Schoo,Management,1,4,Ballard,MN,56497,1
1470,Erika,Carlson,44,S,F,30000,4,0,Graduate D,Clerical,0,0,Downey,ND,58844,4
1471,Ingrid,Olson,42,S,F,90000,4,4,Bachelors,Management,0,1,Walla Walla,MN,55817,1
1472,Katrin,Larson,52,S,F,40000,2,0,Partial Co,Clerical,0,1,Woodburn,SD,57551,1
1473,Sven,Hanson,39,S,M,50000,1,1,Graduate D,Skilled Manual,0,0,Lynnwood,MN,55553,1
1474,Katrin,Anderson,41,M,F,60000,3,3,Bachelors,Professional,1,2,Seattle,MN,55118,1
1475,Ella,Carlson,45,S,F,10000,1,1,High Schoo,Manual,1,1,Burien,MN,55304,1
1476,Katrin,Larson,45,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,Downey,ND,58663,4
1477,Kirsten,Carlson,47,M,F,80000,4,3,Partial Co,Professional,1,2,Renton,MN,55046,1
1478,Carl,Johnson,58,S,M,110000,4,5,Partial Co,Professional,1,2,Burlingame,ND,58188,4
1479,John,Johnson,43,M,M,120000,0,1,Bachelors,Management,0,4,Colma,ND,58469,4
1480,Kirsten,Hanson,36,M,F,70000,0,0,Partial Hi,Skilled Manual,1,4,Colma,ND,58821,4
1481,Kirsten,Olson,71,S,F,60000,3,0,Graduate D,Management,0,2,Milwaukie,SD,57024,1
1482,Ella,Anderson,65,S,F,70000,5,1,High Schoo,Professional,0,3,Everett,MN,56647,1
1483,Ingrid,Carlson,46,M,F,20000,3,3,High Schoo,Manual,1,0,Cambridge,WY,82920,2
1484,Ingrid,Larson,39,M,F,120000,0,5,Partial Hi,Professional,1,4,Reno,MT,59819,4
1485,Carl,Larson,39,M,M,90000,4,4,Partial Co,Professional,1,3,Issaquah,MN,55091,1
1486,Carl,Johnson,68,S,M,50000,2,0,Graduate D,Management,0,1,Newport Beach,ND,58851,4
1487,Erika,Johnson,36,M,F,20000,0,0,Partial Hi,Manual,1,2,Coronado,ND,58288,4
1488,Hans,Hanson,58,M,M,20000,2,1,Partial Hi,Clerical,1,2,Marysville,MN,55508,1
1489,Sven,Anderson,74,M,M,50000,2,0,Graduate D,Management,1,2,Kelso,MN,55173,1
1490,Hans,Olson,50,S,M,70000,5,4,High Schoo,Professional,1,4,Cincinnati,OH,45202,3
1491,Kirsten,Johnson,37,S,F,50000,1,0,Graduate D,Skilled Manual,0,0,Berkeley,ND,58279,4
1492,Carl,Larson,47,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Concord,ND,58258,4
1493,Inga,Carlson,57,M,F,20000,2,0,High Schoo,Manual,1,2,Chicago,IL,60610,3
1494,Inga,Larson,54,M,F,90000,2,1,Partial Co,Professional,0,1,Issaquah,MN,55208,1
1495,Ella,Anderson,75,S,F,10000,1,0,Graduate D,Clerical,0,0,Seattle,MN,55174,1
1496,Inga,Olson,33,M,F,50000,0,0,Partial Co,Skilled Manual,0,2,Medford,MN,55049,3
1497,Inga,Johnson,36,M,F,50000,0,0,High Schoo,Professional,1,2,Issaquah,MN,55309,1
1498,Ella,Carlson,41,S,F,90000,1,0,Graduate D,Management,0,0,Chula Vista,ND,58801,4
1499,Hans,Olson,53,S,M,40000,1,0,Partial Co,Clerical,0,1,Cerritos,ND,58047,4
1500,Hans,Larson,76,M,M,60000,2,0,Graduate D,Management,1,2,Burlingame,ND,58102,4
1501,Erika,Larson,43,S,F,60000,0,0,Graduate D,Professional,0,1,Colma,ND,58117,4
1502,Kirsten,Hanson,85,S,F,40000,1,0,Graduate D,Skilled Manual,0,0,Spring Valley,ND,58042,4
1503,Hans,Anderson,45,S,M,60000,3,3,Bachelors,Professional,0,1,Lebanon,SD,57229,1
1504,Inga,Hanson,59,M,F,50000,2,1,High Schoo,Professional,0,2,West Covina,ND,58664,4
1505,Carl,Johnson,73,S,M,50000,2,0,Graduate D,Management,0,2,Colma,ND,58453,4
1506,John,Olson,44,S,M,60000,0,0,Graduate D,Professional,1,0,Lincoln Acres,ND,58251,4
1507,Erika,Carlson,37,S,F,70000,0,0,Partial Co,Professional,0,2,Concord,ND,58658,4
1508,Erika,Johnson,61,S,F,50000,2,1,Partial Co,Professional,1,2,Bellingham,MN,56357,1
1509,Inga,Johnson,40,S,F,60000,1,0,Graduate D,Professional,1,0,Tacoma,MN,56101,1
1510,Erika,Olson,54,S,F,20000,3,0,Partial Hi,Clerical,1,2,Lynnwood,MN,55305,1
1511,Erika,Johnson,43,S,F,10000,3,3,High Schoo,Manual,1,0,Chula Vista,ND,58311,4
1512,Ingrid,Johnson,48,M,F,100000,3,2,Partial Co,Professional,0,4,Cedar City,UT,84720,0
1513,Erik,Olson,41,S,M,70000,5,5,Graduate D,Professional,1,2,San Gabriel,ND,58354,4
1514,Inga,Johnson,54,S,F,10000,2,0,Partial Co,Manual,0,0,Chula Vista,ND,58055,4
1515,Kirsten,Olson,53,M,F,10000,2,0,Partial Co,Manual,1,0,Indianapolis,MT,59119,3
1516,Erik,Larson,48,M,M,40000,3,2,High Schoo,Skilled Manual,1,2,Beverly Hills,ND,58197,4
1517,Hans,Carlson,35,S,M,40000,3,3,Partial Co,Clerical,0,2,Colma,ND,58175,4
1518,Ingrid,Olson,32,S,F,30000,0,0,High Schoo,Manual,0,1,Concord,ND,58333,4
1519,Katrin,Hanson,39,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Everett,MN,56156,1
1520,Sven,Johnson,32,M,M,10000,0,0,Partial Hi,Manual,1,2,Lynnwood,MN,55068,1
1521,Kirsten,Anderson,68,M,F,20000,1,0,Partial Co,Manual,1,0,Long Beach,ND,58073,4
1522,Carl,Anderson,38,S,M,100000,0,5,High Schoo,Management,0,3,Chula Vista,ND,58660,4
1523,John,Anderson,46,M,M,80000,4,3,Partial Co,Professional,1,1,Concord,ND,58129,4
1524,Inga,Carlson,54,M,F,90000,2,1,High Schoo,Professional,1,1,Concord,ND,58462,4
1525,Inga,Hanson,73,M,F,60000,3,0,Graduate D,Management,1,2,Orlando,WI,53072,5
1526,John,Hanson,48,S,M,80000,5,4,Partial Co,Professional,0,3,Glendale,ND,58507,4
1527,Erik,Carlson,56,M,M,110000,3,4,Bachelors,Management,1,4,Tacoma,MN,55785,1
1528,Ella,Johnson,55,S,F,60000,2,0,High Schoo,Professional,1,2,Lakewood,ND,58003,4
1529,Katrin,Larson,30,M,F,10000,0,0,Partial Co,Manual,1,1,Beaverton,SD,57239,1
1530,John,Carlson,43,M,M,80000,5,5,Bachelors,Professional,1,4,Casper,WY,82601,3
1531,Erik,Hanson,47,S,M,60000,3,2,Bachelors,Professional,1,1,La Jolla,ND,58219,4
1532,Erika,Larson,32,S,F,40000,0,0,High Schoo,Skilled Manual,0,2,Fremont,ND,58215,4
1533,Inga,Hanson,48,S,F,40000,1,0,Bachelors,Skilled Manual,1,0,Kirkland,MN,55370,1
1534,Carl,Olson,35,S,M,40000,0,0,High Schoo,Skilled Manual,1,1,Concord,ND,58018,4
1535,Erika,Olson,35,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,Portland,SD,57489,1
1536,Ingrid,Carlson,35,M,F,20000,0,0,Partial Hi,Manual,0,1,Torrance,ND,58041,4
1537,Carl,Olson,44,S,M,50000,1,0,Partial Co,Skilled Manual,0,1,Issaquah,MN,55144,1
1538,Carl,Johnson,39,S,M,80000,5,4,Partial Co,Professional,0,3,Everett,MN,56399,1
1539,Sven,Olson,36,M,M,60000,0,0,Partial Co,Professional,1,2,Colma,ND,58420,4
1540,Ole,Hanson,56,M,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Concord,ND,58274,4
1541,Erika,Hanson,37,M,F,90000,0,0,High Schoo,Management,0,3,Concord,ND,58478,4
1542,John,Larson,37,M,M,100000,0,5,High Schoo,Management,1,2,Lynnwood,MN,55765,1
1543,Hans,Hanson,46,M,M,60000,1,0,Bachelors,Professional,1,1,Newark,ND,58476,4
1544,Kirsten,Carlson,42,M,F,30000,1,0,Bachelors,Clerical,0,0,Newport,MT,59936,0
1545,Ella,Olson,47,S,F,70000,0,0,Bachelors,Professional,0,1,Concord,ND,58763,4
1546,Sven,Carlson,57,S,M,30000,1,0,Bachelors,Skilled Manual,1,1,Imperial Beach,ND,58518,4
1547,John,Carlson,44,M,M,70000,4,0,Graduate D,Professional,1,0,Englewood,NE,68956,3
1548,Inga,Olson,32,M,F,50000,0,0,Partial Co,Skilled Manual,1,2,Portland,SD,57248,1
1549,Erik,Johnson,48,S,M,20000,1,0,Graduate D,Clerical,0,0,Burlingame,ND,58733,4
1550,Hans,Olson,32,S,M,20000,0,0,Bachelors,Clerical,0,0,Logansport,MT,59775,3
1551,Erika,Johnson,53,S,F,50000,1,0,Partial Co,Skilled Manual,0,1,Colma,ND,58739,4
1552,Ella,Anderson,46,S,F,60000,3,3,Bachelors,Professional,0,2,San Antonio,OH,43986,4
1553,Erik,Carlson,30,S,M,20000,0,0,Partial Hi,Manual,0,2,Bellflower,ND,58290,4
1554,Ole,Larson,44,M,M,60000,1,0,Partial Co,Skilled Manual,0,1,Clearwater,WI,53242,5
1555,Ingrid,Larson,40,M,F,90000,2,0,Bachelors,Professional,1,0,Detroit,WY,82039,0
1556,John,Johnson,39,S,M,60000,1,0,Graduate D,Professional,0,0,Lynnwood,MN,55356,1
1557,Inga,Larson,36,S,F,80000,0,0,High Schoo,Management,1,3,Woodland Hills,ND,58380,4
1558,Carl,Johnson,69,S,M,40000,2,0,Bachelors,Management,1,2,Colma,ND,58347,4
1559,John,Anderson,63,M,M,80000,5,0,High Schoo,Management,0,2,Olympia,MN,56588,1
1560,Ingrid,Larson,45,S,F,90000,4,4,Partial Co,Professional,0,3,Salem,SD,57313,1
1561,Sven,Anderson,51,M,M,10000,1,1,High Schoo,Manual,1,1,Chula Vista,ND,58661,4
1562,Ole,Johnson,36,S,M,60000,2,2,Bachelors,Professional,1,1,Monroe,MN,55949,1
1563,Ole,Larson,33,M,M,10000,1,1,High Schoo,Manual,1,0,Memphis,IN,46210,5
1564,Katrin,Hanson,43,S,F,30000,1,1,Bachelors,Clerical,0,0,Downey,ND,58175,4
1565,Kirsten,Olson,74,M,F,50000,2,0,Graduate D,Management,1,2,Walnut Creek,ND,58032,4
1566,Erika,Johnson,66,M,F,70000,5,1,High Schoo,Professional,1,2,Saint Louis,NE,68581,0
1567,Ole,Olson,45,M,M,50000,4,4,Bachelors,Skilled Manual,1,1,Kent,MN,55534,1
1568,Inga,Larson,45,S,F,90000,4,4,Partial Co,Professional,1,3,Issaquah,MN,55249,1
1569,Kirsten,Olson,36,S,F,80000,0,0,High Schoo,Management,1,3,Lake Oswego,SD,57643,1
1570,Katrin,Anderson,46,M,F,50000,4,2,Bachelors,Professional,1,2,Beaverton,SD,57692,1
1571,Ingrid,Hanson,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Oakland,ND,58242,4
